"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","0-DogfoodNameComparatorJaccard-record1Value","0-DogfoodNameComparatorJaccard-record2Value","0-DogfoodNameComparatorJaccard-record1PreprocessedValue","0-DogfoodNameComparatorJaccard-record2PreprocessedValue","0-DogfoodNameComparatorJaccard-similarity","0-DogfoodNameComparatorJaccard-postproccesedSimilarity","1-DogfoodComparatorMongeElkan-record1Value","1-DogfoodComparatorMongeElkan-record2Value","1-DogfoodComparatorMongeElkan-record1PreprocessedValue","1-DogfoodComparatorMongeElkan-record2PreprocessedValue","1-DogfoodComparatorMongeElkan-similarity","1-DogfoodComparatorMongeElkan-postproccesedSimilarity","2-DogfoodComparatorMongeElkanTfIdf-record1Value","2-DogfoodComparatorMongeElkanTfIdf-record2Value","2-DogfoodComparatorMongeElkanTfIdf-record1PreprocessedValue","2-DogfoodComparatorMongeElkanTfIdf-record2PreprocessedValue","2-DogfoodComparatorMongeElkanTfIdf-similarity","2-DogfoodComparatorMongeElkanTfIdf-postproccesedSimilarity"
"WekaMatchingRule","healthypetcenters_058","roguevalleypet_018","0.75",,"Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Adult Dry Dog Food","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Adult Dry Dog Food","0.23529411764705882","0.23529411764705882","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Adult Dry Dog Food","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Adult Dry Dog Food","0.22580645161290322","0.22580645161290322","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Adult Dry Dog Food","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Adult Dry Dog Food","0.6076734902125243","0.6076734902125243"
"WekaMatchingRule","healthypetcenters_058","roguevalleypet_019","0.75",,"Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Large Breed Adult Dry Dog Food","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Large Breed Adult Dry Dog Food","0.21052631578947367","0.21052631578947367","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Large Breed Adult Dry Dog Food","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Large Breed Adult Dry Dog Food","0.22580645161290322","0.22580645161290322","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Large Breed Adult Dry Dog Food","Blue Buffalo Family Favorites Turkey Day Feast Canned Dog Food","Blue Buffalo Freedom Grain Free Chicken Recipe Large Breed Adult Dry Dog Food","0.57768888205023","0.57768888205023"
"WekaMatchingRule","speckspet_036","concordpet_159","0.75",,"Blue Buffalo TURKY MEATLOAF 12.5OZ 12 Count Case","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","Blue Buffalo TURKY MEATLOAF 12.5OZ 12 Count Case","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","0.0","0.0","Blue Buffalo TURKY MEATLOAF 12.5OZ 12 Count Case","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","Blue Buffalo TURKY MEATLOAF 12.5OZ 12 Count Case","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","0.10416666666666667","0.10416666666666667","Blue Buffalo TURKY MEATLOAF 12.5OZ 12 Count Case","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","Blue Buffalo TURKY MEATLOAF 12.5OZ 12 Count Case","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","0.36577011602614257","0.36577011602614257"
"WekaMatchingRule","dog_077","petnutritioncenter_057","0.75",,"Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Savory Salmon Stew Canned Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Savory Salmon Stew Canned Dog Food","0.11764705882352941","0.11764705882352941","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Savory Salmon Stew Canned Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Savory Salmon Stew Canned Dog Food","0.18","0.18","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Savory Salmon Stew Canned Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Savory Salmon Stew Canned Dog Food","0.47401625936397385","0.47401625936397385"
"WekaMatchingRule","dog_077","petnutritioncenter_056","0.75",,"Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Hearty Duck Stew Canned Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Hearty Duck Stew Canned Dog Food","0.11764705882352941","0.11764705882352941","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Hearty Duck Stew Canned Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Hearty Duck Stew Canned Dog Food","0.18","0.18","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Hearty Duck Stew Canned Dog Food","Natural Balance Lamb/Chicken Formula Roll Dog Food","Blue Buffalo BLUE Wilderness Wolf Creek Stew Hearty Duck Stew Canned Dog Food","0.5063517013445747","0.5063517013445747"
"WekaMatchingRule","petnutritioncenter_005","speckspet_065","0.0",,"Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 24","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 24","Blue Buffalo Apple Yogurt Health Bar 16oz","0.1","0.1","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 24","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 24","Blue Buffalo Apple Yogurt Health Bar 16oz","0.33658536585365856","0.33658536585365856","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 24","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Basics Large Breed Adult Turkey and Potato Recipe Dry Dog Food 24","Blue Buffalo Apple Yogurt Health Bar 16oz","0.45292742682272386","0.45292742682272386"
"WekaMatchingRule","petnutritioncenter_052","horseandhound_050","0.75",,"Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Beef Dry Dog Food","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Beef Dry Dog Food","0.08","0.08","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Beef Dry Dog Food","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Beef Dry Dog Food","0.19436619718309858","0.19436619718309858","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Beef Dry Dog Food","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Beef Dry Dog Food","0.5165894370432349","0.5165894370432349"
"WekaMatchingRule","petnutritioncenter_052","horseandhound_051","0.75",,"Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food","0.08","0.08","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food","0.17183098591549295","0.17183098591549295","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food","Blue Buffalo BLUE Wilderness Wild Cuts Trail Toppers Chunky Duck Bites in Hearty Gravy Dog Food Pouch","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food","0.5090516534287908","0.5090516534287908"
"WekaMatchingRule","mypetwarehouse_105","megapet_069","0.9534883720930233",,"royal canin medium adult dog food 4kg","Royal Canin Medium Adult Dog 4kg Dry Dog Food","royal canin medium adult dog food 4kg","Royal Canin Medium Adult Dog 4kg Dry Dog Food","0.8888888888888888","0.8888888888888888","royal canin medium adult dog food 4kg","Royal Canin Medium Adult Dog 4kg Dry Dog Food","royal canin medium adult dog food 4kg","Royal Canin Medium Adult Dog 4kg Dry Dog Food","0.8162162162162162","0.8162162162162162","royal canin medium adult dog food 4kg","Royal Canin Medium Adult Dog 4kg Dry Dog Food","royal canin medium adult dog food 4kg","Royal Canin Medium Adult Dog 4kg Dry Dog Food","0.9428090415820634","0.9428090415820634"
"WekaMatchingRule","petnutritioncenter_122","horseandhound_115","0.0",,"Blue Buffalo Life Protection Small Breed Adult Lamb and Brown Rice Recipe Dry Dog Food","Royal Canin Shih Tzu Puppy Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Lamb and Brown Rice Recipe Dry Dog Food","Royal Canin Shih Tzu Puppy Dry Dog Food","0.15","0.15","Blue Buffalo Life Protection Small Breed Adult Lamb and Brown Rice Recipe Dry Dog Food","Royal Canin Shih Tzu Puppy Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Lamb and Brown Rice Recipe Dry Dog Food","Royal Canin Shih Tzu Puppy Dry Dog Food","0.3435897435897436","0.3435897435897436","Blue Buffalo Life Protection Small Breed Adult Lamb and Brown Rice Recipe Dry Dog Food","Royal Canin Shih Tzu Puppy Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Lamb and Brown Rice Recipe Dry Dog Food","Royal Canin Shih Tzu Puppy Dry Dog Food","0.4536968518001125","0.4536968518001125"
"WekaMatchingRule","dog_077","miscota_013","0.75",,"Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ Light Chicken","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ Light Chicken","0.07142857142857142","0.07142857142857142","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ Light Chicken","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ Light Chicken","0.24444444444444444","0.24444444444444444","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ Light Chicken","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ Light Chicken","0.46102564229893195","0.46102564229893195"
"WekaMatchingRule","dog_077","miscota_012","0.75",,"Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ All Breeds Lamb and Rice","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ All Breeds Lamb and Rice","0.058823529411764705","0.058823529411764705","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ All Breeds Lamb and Rice","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ All Breeds Lamb and Rice","0.14042553191489363","0.14042553191489363","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ All Breeds Lamb and Rice","Natural Balance Lamb/Chicken Formula Roll Dog Food","Hill's Adult Mature 7+ All Breeds Lamb and Rice","0.6018749639436934","0.6018749639436934"
"WekaMatchingRule","healthypetcenters_161","roguevalleypet_128","0.75",,"Blue Buffalo Wilderness Grain Free Snake River Grill Trout Venison and Rabbit Canned Dog Food","Royal Canin Giant Junior Dry Dog Food","Blue Buffalo Wilderness Grain Free Snake River Grill Trout Venison and Rabbit Canned Dog Food","Royal Canin Giant Junior Dry Dog Food","0.1","0.1","Blue Buffalo Wilderness Grain Free Snake River Grill Trout Venison and Rabbit Canned Dog Food","Royal Canin Giant Junior Dry Dog Food","Blue Buffalo Wilderness Grain Free Snake River Grill Trout Venison and Rabbit Canned Dog Food","Royal Canin Giant Junior Dry Dog Food","0.2756756756756757","0.2756756756756757","Blue Buffalo Wilderness Grain Free Snake River Grill Trout Venison and Rabbit Canned Dog Food","Royal Canin Giant Junior Dry Dog Food","Blue Buffalo Wilderness Grain Free Snake River Grill Trout Venison and Rabbit Canned Dog Food","Royal Canin Giant Junior Dry Dog Food","0.47558863555025177","0.47558863555025177"
"WekaMatchingRule","speckspet_024","concordpet_146","0.75",,"Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food 24-lb","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food 24-lb","0.05263157894736842","0.05263157894736842","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food 24-lb","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food 24-lb","0.11515151515151516","0.11515151515151516","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food 24-lb","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Lamb Dry Dog Food 24-lb","0.3966010965597925","0.3966010965597925"
"WekaMatchingRule","petsense_085","healthypetcenters_114","0.7303370786516854",,"Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","1.0","1.0","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","1.0","1.0","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","Blue Buffalo Life Protection Small Breed Adult Healthy Weight Chicken and Brown Rice Recipe Dry Dog Food","1.0","1.0"
"WekaMatchingRule","dog_078","miscota_012","0.75",,"Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ All Breeds Lamb and Rice","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ All Breeds Lamb and Rice","0.0","0.0","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ All Breeds Lamb and Rice","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ All Breeds Lamb and Rice","0.11555555555555555","0.11555555555555555","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ All Breeds Lamb and Rice","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ All Breeds Lamb and Rice","0.511234888393888","0.511234888393888"
"WekaMatchingRule","speckspet_024","concordpet_147","0.75",,"Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Turkey Dry Dog Food - 12-lb","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Turkey Dry Dog Food - 12-lb","0.05263157894736842","0.05263157894736842","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Turkey Dry Dog Food - 12-lb","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Turkey Dry Dog Food - 12-lb","0.11515151515151516","0.11515151515151516","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Turkey Dry Dog Food - 12-lb","Blue Buffalo Wilderness PUP 4.5LB","Natural Balance Limited Ingredient Diets High Protein Turkey Dry Dog Food - 12-lb","0.2917726128876006","0.2917726128876006"
"WekaMatchingRule","horseandhound_099","horseandhound_123","0.21052631578947367",,"Royal Canin Medium Adult Dog","Royal Canin Size Health Nutrition Medium Adult Dry Dog Food","Royal Canin Medium Adult Dog","Royal Canin Size Health Nutrition Medium Adult Dry Dog Food","0.5","0.5","Natural Balance Original Ultra Whole Body Health Chicken Brown Rice and Duck Meal Large Breed Bites Formula Dry Dog Food","Natural Balance Original Ultra Whole Body Health Chicken Brown Rice and Duck Meal Large Breed Bites Formula Dry Dog Food","Natural Balance Original Ultra Whole Body Health Chicken Brown Rice and Duck Meal Large Breed Bites Formula Dry Dog Food","Natural Balance Original Ultra Whole Body Health Chicken Brown Rice and Duck Meal Large Breed Bites Formula Dry Dog Food","1.0","1.0","Royal Canin Medium Adult Dog","Royal Canin Size Health Nutrition Medium Adult Dry Dog Food","Royal Canin Medium Adult Dog","Royal Canin Size Health Nutrition Medium Adult Dry Dog Food","0.7071067811865475","0.7071067811865475"
"WekaMatchingRule","dog_078","miscota_013","0.75",,"Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ Light Chicken","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ Light Chicken","0.0","0.0","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ Light Chicken","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ Light Chicken","0.14444444444444443","0.14444444444444443","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ Light Chicken","Natural Balance LID Venison Dry Dog Food 13lb","Hill's Adult Mature 7+ Light Chicken","0.47815505553706994","0.47815505553706994"
"WekaMatchingRule","petnutritioncenter_120","dog_026","0.7272727272727273",,"Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 24lb","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 24lb","0.23809523809523808","0.23809523809523808","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 24lb","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 24lb","0.42","0.42","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 24lb","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 24lb","0.5586690532964137","0.5586690532964137"
"WekaMatchingRule","petfood_005","petnutritioncenter_099","0.21052631578947367",,"Blue Buffalo Homestyle Can Dog Food Chicken 12pk","Blue Buffalo Homestyle Recipe Lamb Dinner with Garden Vegetables and Brown Rice Canned Dog Food","Blue Buffalo Homestyle Can Dog Food Chicken 12pk","Blue Buffalo Homestyle Recipe Lamb Dinner with Garden Vegetables and Brown Rice Canned Dog Food","0.2631578947368421","0.2631578947368421","Blue Buffalo Homestyle Can Dog Food Chicken 12pk","Blue Buffalo Homestyle Recipe Lamb Dinner with Garden Vegetables and Brown Rice Canned Dog Food","Blue Buffalo Homestyle Can Dog Food Chicken 12pk","Blue Buffalo Homestyle Recipe Lamb Dinner with Garden Vegetables and Brown Rice Canned Dog Food","0.4791666666666667","0.4791666666666667","Blue Buffalo Homestyle Can Dog Food Chicken 12pk","Blue Buffalo Homestyle Recipe Lamb Dinner with Garden Vegetables and Brown Rice Canned Dog Food","Blue Buffalo Homestyle Can Dog Food Chicken 12pk","Blue Buffalo Homestyle Recipe Lamb Dinner with Garden Vegetables and Brown Rice Canned Dog Food","0.6053329526294555","0.6053329526294555"
"WekaMatchingRule","petnutritioncenter_120","dog_025","0.7272727272727273",,"Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 11lb","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 11lb","0.23809523809523808","0.23809523809523808","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 11lb","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 11lb","0.42","0.42","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 11lb","Blue Buffalo Life Protection Small Breed Adult Fish and Brown Rice Recipe Dry Dog Food 6","Blue Buffalo Basic Salmon/Potato Dry Dog Food 11lb","0.5586690532964137","0.5586690532964137"
"WekaMatchingRule","speckspet_065","countrymax_014","0.0",,"Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Chicken Dinner Can 12.5 Oz.","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Chicken Dinner Can 12.5 Oz.","0.23076923076923078","0.23076923076923078","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Chicken Dinner Can 12.5 Oz.","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Chicken Dinner Can 12.5 Oz.","0.325","0.325","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Chicken Dinner Can 12.5 Oz.","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Chicken Dinner Can 12.5 Oz.","0.5708333333333332","0.5708333333333332"
"WekaMatchingRule","speckspet_065","countrymax_015","0.75",,"Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Family Favorites Backyard BBQ Can 12.5 Oz.","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Family Favorites Backyard BBQ Can 12.5 Oz.","0.2","0.2","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Family Favorites Backyard BBQ Can 12.5 Oz.","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Family Favorites Backyard BBQ Can 12.5 Oz.","0.3170731707317073","0.3170731707317073","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Family Favorites Backyard BBQ Can 12.5 Oz.","Blue Buffalo Apple Yogurt Health Bar 16oz","Blue Buffalo Family Favorites Backyard BBQ Can 12.5 Oz.","0.5813776741499453","0.5813776741499453"
"WekaMatchingRule","concordpet_159","roguevalleypet_100","0.7303370786516854",,"Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food","0.8","0.8","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food","1.0","1.0","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food - 13-lb","Natural Balance SYNERGY Ultra Dog Formula Dry Dog Food","0.8944271909999159","0.8944271909999159"
"WekaMatchingRule","healthypetcenters_083","petnutritioncenter_179","0.75",,"Blue Buffalo Homestyle Chicken Stew with Potatoes Carrots and Peas Dog Food Tray","Royal Canin Adult Great Dane Dry Dog Food","Blue Buffalo Homestyle Chicken Stew with Potatoes Carrots and Peas Dog Food Tray","Royal Canin Adult Great Dane Dry Dog Food","0.10526315789473684","0.10526315789473684","Blue Buffalo Homestyle Chicken Stew with Potatoes Carrots and Peas Dog Food Tray","Royal Canin Adult Great Dane Dry Dog Food","Blue Buffalo Homestyle Chicken Stew with Potatoes Carrots and Peas Dog Food Tray","Royal Canin Adult Great Dane Dry Dog Food","0.23902439024390243","0.23902439024390243","Blue Buffalo Homestyle Chicken Stew with Potatoes Carrots and Peas Dog Food Tray","Royal Canin Adult Great Dane Dry Dog Food","Blue Buffalo Homestyle Chicken Stew with Potatoes Carrots and Peas Dog Food Tray","Royal Canin Adult Great Dane Dry Dog Food","0.5040184673051329","0.5040184673051329"
"WekaMatchingRule","dog_088","miscota_023","0.75",,"Blue Buffalo Life Protect Chicken Dog Food 15lb","Hill's Hsp Canine Performance","Blue Buffalo Life Protect Chicken Dog Food 15lb","Hill's Hsp Canine Performance","0.0","0.0","Blue Buffalo Life Protect Chicken Dog Food 15lb","Hill's Hsp Canine Performance","Blue Buffalo Life Protect Chicken Dog Food 15lb","Hill's Hsp Canine Performance","0.16551724137931034","0.16551724137931034","Blue Buffalo Life Protect Chicken Dog Food 15lb","Hill's Hsp Canine Performance","Blue Buffalo Life Protect Chicken Dog Food 15lb","Hill's Hsp Canine Performance","0.25093651747497636","0.25093651747497636"
